chr1	68091	70091	0.162500
chr1	138379	140379	0.250000
chr1	366640	368640	0.000000
chr1	621053	623053	0.000000
chr1	738137	740137	0.280500
chr1	817043	819043	0.489500
chr1	860118	862118	0.031500
chr1	865445	867445	0.035500
chr1	893670	895670	0.376000
chr1	894967	896967	0.271000
chr1	900877	902877	0.013000
chr1	916497	918497	0.011000
chr1	934552	936552	0.031500
chr1	947803	949803	0.286000
chr1	954503	956503	0.259500
chr1	1008687	1010687	0.062500
chr1	1050478	1052478	0.220000
chr1	1108283	1110283	0.279000
chr1	1140951	1142951	0.000000
chr1	1148512	1150512	0.219500
chr1	1166381	1168381	0.233000
chr1	1166629	1168629	0.197000
chr1	1181102	1183102	0.038000
chr1	1208213	1210213	0.026000
chr1	1214816	1216816	0.650000
chr1	1242398	1244398	0.190500
chr1	1242947	1244947	0.190500
chr1	1258989	1260989	0.272500
chr1	1259147	1261147	0.223000
chr1	1265694	1267694	0.000000
chr1	1283492	1285492	0.223500
chr1	1292915	1294915	0.177500
chr1	1309537	1311537	0.154000
chr1	1333692	1335692	0.052500
chr1	1333902	1335902	0.052500
chr1	1341693	1343693	0.330500
chr1	1355650	1357650	0.073500
chr1	1360508	1362508	0.210500
chr1	1370051	1372051	0.050000
chr1	1384069	1386069	0.631500
chr1	1406149	1408149	0.342500
chr1	1446555	1448555	0.241500
chr1	1474737	1476737	0.369500
chr1	1509249	1511249	0.259500
chr1	1509355	1511355	0.312500
chr1	1534476	1536476	0.193500
chr1	1549823	1551823	0.304000
chr1	1566474	1568474	0.017000
chr1	1587935	1589935	0.620500
chr1	1623083	1625083	0.193000
chr1	1654763	1656763	0.419500
chr1	1676431	1678431	0.108000
chr1	1708909	1710909	0.111500
chr1	1821495	1823495	0.235500
chr1	1845266	1847266	0.000000
chr1	1849712	1851712	0.126000
chr1	1886154	1888154	0.073500
chr1	1949780	1951780	0.109500
chr1	1980909	1982909	0.101500
chr1	2125213	2127213	0.114500
chr1	2120237	2122237	0.351000
chr1	2144620	2146620	0.107500
chr1	2159134	2161134	0.403000
chr1	2322146	2324146	0.172500
chr1	2257581	2259581	0.290500
chr1	2322272	2324272	0.131000
chr1	2342969	2344969	0.205500
chr1	2397898	2399898	0.042000
chr1	2457039	2459039	0.172000
chr1	2460684	2462684	0.188000
chr1	2486805	2488805	0.012500
chr1	2517214	2519214	0.107500
chr1	2563429	2565429	0.018000
chr1	2705236	2707236	0.211500
chr1	2937046	2939046	0.000000
chr1	2984775	2986775	0.206500
chr1	3369990	3371990	0.127500
chr1	3527059	3529059	0.162500
chr1	3540566	3542566	0.154000
chr1	3565637	3567637	0.223500
chr1	3568084	3570084	0.083000
chr1	3667962	3669962	0.444000
chr1	3688352	3690352	0.150500
chr1	3712068	3714068	0.363000
chr1	3772763	3774763	0.199000
chr1	3772845	3774845	0.158000
chr1	3815849	3817849	0.320500
chr1	4714105	4716105	0.224500
chr1	6051531	6053531	0.149000
chr1	6104981	6106981	0.000000
chr1	6100399	6102399	0.022000
chr1	6239183	6241183	0.073000
chr1	6258672	6260672	0.222000
chr1	6265236	6267236	0.246500
chr1	6295000	6297000	0.408500
chr1	6303252	6305252	0.099500
chr1	6320035	6322035	0.227000
chr1	6444873	6446873	0.424500
chr1	6478979	6480979	0.097000
chr1	6483848	6485848	0.083000
chr1	6525235	6527235	0.277000
chr1	6556156	6558156	0.287000
chr1	6613595	6615595	0.199500
chr1	6614241	6616241	0.199500
chr1	6639108	6641108	0.000000
chr1	6661929	6663929	0.050000
chr1	6672745	6674745	0.183000
chr1	6683926	6685926	0.241000
chr1	6760984	6762984	0.149000
chr1	6844384	6846384	0.160500
chr1	7830329	7832329	0.160500
chr1	7843763	7845763	0.156500
chr1	7912491	7914491	0.340500
chr1	7999926	8001926	0.242000
chr1	8020752	8022752	0.254500
chr1	8085368	8087368	0.244000
chr1	8376886	8378886	0.453000
chr1	8876524	8878524	0.073500
chr1	8937749	8939749	0.117500
chr1	9004946	9006946	0.198500
chr1	9085404	9087404	0.459000
chr1	9128775	9130775	0.289000
chr1	9188229	9190229	0.129500
chr1	9293834	9295834	0.379500
chr1	9351939	9353939	0.234500
chr1	9598541	9600541	0.142500
chr1	9647980	9649980	0.382000
chr1	9710803	9712803	0.301000
chr1	9713644	9715644	0.239000
chr1	9883584	9885584	0.180000
chr1	9969321	9971321	0.176500
chr1	10002387	10004387	0.193500
chr1	10002486	10004486	0.204500
chr1	10056274	10058274	0.342000
chr1	10092654	10094654	0.025000
chr1	10269863	10271863	0.016000
chr1	10458137	10460137	0.153500
chr1	10489159	10491159	0.488000
chr1	10508776	10510776	0.406500
chr1	10531583	10533583	0.238500
chr1	10533944	10535944	0.352000
chr1	10855705	10857705	0.137000
chr1	11041094	11043094	0.487000
chr1	11071699	11073699	0.361000
chr1	11106280	11108280	0.402000
chr1	11119081	11121081	0.102500
chr1	11158938	11160938	0.370000
chr1	11321564	11323564	0.236500
chr1	11248398	11250398	0.034000
chr1	11332263	11334263	0.382000
chr1	11538295	11540295	0.022500
chr1	11713739	11715739	0.148000
chr1	11713914	11715914	0.196000
chr1	11723181	11725181	0.362000
chr1	11750707	11752707	0.130500
chr1	11750786	11752786	0.130500
chr1	11795212	11797212	0.301000
chr1	11820844	11822844	0.301000
chr1	11862302	11864302	0.083000
chr1	11865268	11867268	0.017500
chr1	11906840	11908840	0.080000
chr1	11917988	11919988	0.047500
chr1	11985480	11987480	0.398500
chr1	11993810	11995810	0.525500
chr1	12039369	12041369	0.317000
chr1	12078523	12080523	0.373500
chr1	12122434	12124434	0.261500
chr1	12226060	12228060	0.214500
chr1	12289124	12291124	0.424000
chr1	12676737	12678737	0.036500
chr1	12703566	12705566	0.398500
chr1	12775146	12777146	0.324000
chr1	12805163	12807163	0.296000
chr1	12833984	12835984	0.100000
chr1	12850546	12852546	0.283500
chr1	12890264	12892264	0.489500
chr1	12907578	12909578	0.155000
chr1	12915941	12917941	0.276000
chr1	12945025	12947025	0.497000
chr1	12957101	12959101	0.486000
chr1	12975450	12977450	0.081500
chr1	13006420	13008420	0.486500
chr1	13034543	13036543	0.249500
chr1	13051998	13053998	0.108500
chr1	13218581	13220581	0.135500
